동,아파트이름,아파트일련번호,번지,부번,건축년도,매수구분,거래유형,거래금액,거래구분,부동산소속시군구명,전용면적,층수,지번,토지코드,토지임대여부,등록일자,거래날짜
 ,로얄팰리스스위트,11110-205,85,0,2005, , ,"74,000", , ,83.26,13,85,1,N, ,2021-02-24
 ,인왕산2차아이파크,11110-2417,88,0,2015, , ,"126,000", , ,84.4541,12,88,1,N, ,2021-02-19
 ,삼성,11110-73,596,0,1998, , ,"54,000", , ,59.97,10,596,1,N, ,2021-02-09
 ,롯데낙천대,11110-71,72,0,2001, , ,"105,000", , ,133.34,5,72,1,N, ,2021-02-10
 ,현대뜨레비앙,11110-102,55,0,2003, ,O,"32,000", , ,46.64,3,55,1,N, ,2021-02-18
 ,대성아파트,11110-52,41,1,1971, , ,"23,000", , ,45.39,1,41-1,1,N, ,2021-02-16
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"87,500", , ,84.64,7,48-2,1,N, ,2021-02-22
 ,현대,11110-90,82,0,2000, , ,"119,960", , ,84.92,4,82,1,N, ,2021-02-13
 ,부암스카이뷰,11110-150,218,1,2004, , ,"50,000", , ,81.08,5,218-1,1,N, ,2021-02-10
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"155,000", , ,126.34,1,9,1,N, ,2021-02-06
 ,경희궁롯데캐슬,11110-2519,89,0,2019, , ,"163,000", , ,84.8792,5,89,1,N, ,2021-02-16
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"85,500", , ,37.2635,2,126,1,N, ,2021-02-05
 ,동문(482-0),11110-132,482,0,2002, , ,"36,000", , ,60.0,-1,482,1,N, ,2021-02-27
 ,창신쌍용1,11110-37,702,0,1992, ,O,"54,000", , ,54.7,10,702,1,N, ,2021-02-28
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"85,900", , ,37.2635,8,126,1,N, ,2021-02-06
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"92,400", , ,59.9426,6,766,1,N, ,2021-02-06
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"104,000", , ,84.9478,14,766,1,N, ,2021-02-04
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"44,000", , ,91.87,5,33-1,1,N, ,2021-02-09
 ,현대,11110-90,82,0,2000, , ,"119,950", , ,84.92,15,82,1,N, ,2021-02-02
 ,창신쌍용2,11110-91,703,0,1993, , ,"68,000", , ,64.66,8,703,1,N, ,2021-02-06
 ,경희궁의아침4단지,11110-117,73,0,2004, , ,"169,000", , ,124.17,8,73,1,N, ,2021-02-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"77,800", , ,79.87,14,703,1,N, ,2021-02-04
 ,CS타워,11110-2291,62,2,2011, , ,"15,000", , ,22.17,13,62-2,1,N, ,2021-02-05
 ,창신쌍용1,11110-37,702,0,1992, , ,"66,500", , ,54.7,4,702,1,N, ,2021-02-01
 ,롯데낙천대,11110-71,72,0,2001, , ,"108,000", , ,110.53,8,72,1,N, ,2021-02-10
 ,창신쌍용1,11110-37,702,0,1992, , ,"79,400", , ,79.87,6,702,1,N, ,2021-02-02
 ,밀레니엄,11110-2292,179,5,2017, , ,"74,000", , ,108.18,3,179-5,1,N, ,2021-02-01
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"139,800", , ,84.858,8,60,1,N, ,2021-03-06
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"134,000", , ,95.88,5,9,1,N, ,2021-03-06
 ,덕산,11110-29,639,50,1999, , ,"53,000", , ,59.28,4,639-50,1,N, ,2021-03-25
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"144,000", , ,108.07,5,9,1,N, ,2021-03-13
 ,두산,11110-34,232,0,1999, , ,"79,500", , ,59.95,14,232,1,N, ,2021-03-26
 ,동문A,11110-208,545,0,1996, , ,"31,000", , ,59.0,2,545,1,N, ,2021-03-23
 ,덕산,11110-29,639,50,1999, ,O,"53,000", , ,59.28,4,639-50,1,N, ,2021-03-25
 ,아남1,11110-25,4,0,1995, , ,"109,250", , ,84.9,9,4,1,N, ,2021-03-31
 ,삼성,11110-73,596,0,1998, , ,"50,000", , ,84.98,1,596,1,N, ,2021-03-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"63,300", , ,54.7,4,703,1,N, ,2021-03-20
 ,부암스카이뷰,11110-150,218,1,2004, , ,"48,500", , ,81.0,5,218-1,1,N, ,2021-03-19
 ,송림아마레스아파트,11110-127,2,12,2003, , ,"48,000", , ,53.42,6,2-12,1,N, ,2021-03-17
 ,밀레니엄,11110-2292,179,5,2017, , ,"65,000", , ,84.41,3,179-5,1,N, ,2021-03-13
 ,엘리시아,11110-2261,66,1,2009, , ,"125,000", , ,213.07,2,66-1,1,N, ,2021-03-10
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"30,000", , ,46.64,4,55,1,N, ,2021-03-29
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"192,000", , ,84.836,15,199,1,N, ,2021-03-31
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, ,O,"144,000", , ,108.07,5,9,1,N, ,2021-03-13
 ,포레스트힐시티,11110-2440,65,2,2017, , ,"26,000", , ,22.0584,11,65-2,1,N, ,2021-03-15
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"104,500", , ,84.95,20,76,1,N, ,2021-03-12
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"220,000", , ,101.991,6,199,1,N, ,2021-03-08
 ,창신쌍용1,11110-37,702,0,1992, , ,"98,500", , ,106.62,12,702,1,N, ,2021-03-15
 ,창신쌍용1,11110-37,702,0,1992, , ,"86,500", , ,79.87,13,702,1,N, ,2021-03-26
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"160,000", , ,59.855,13,199,1,N, ,2021-03-11
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, ,O,"134,500", , ,95.88,5,9,1,N, ,2021-03-06
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"12,250", , ,15.09,12,318-2,1,N, ,2021-03-28
 ,구암하이빌,11110-89,105,22,2002, , ,"45,000", , ,84.94,3,105-22,1,N, ,2021-03-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"80,000", , ,79.87,7,703,1,N, ,2021-03-17
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"78,000", , ,84.98,8,48-2,1,N, ,2021-03-05
 ,엘리시아,11110-2261,66,1,2009, , ,"120,000", , ,200.19,1,66-1,1,N, ,2021-03-23
 ,창신쌍용1,11110-37,702,0,1992, , ,"68,500", , ,54.7,10,702,1,N, ,2021-03-13
 ,창신쌍용2,11110-91,703,0,1993, , ,"66,000", , ,64.66,4,703,1,N, ,2021-03-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"89,700", , ,106.62,11,703,1,N, ,2021-03-01
 ,일성빌라트,11110-77,145,5,1996, , ,"51,500", , ,59.82,2,145-5,1,N, ,2021-03-25
 ,아남1,11110-25,4,0,1995, , ,"107,500", , ,84.9,19,4,1,N, ,2021-03-17
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"155,000", , ,158.99,7,9,1,N, ,2021-03-03
 ,종로유케이201,11110-2334,201,11,2013, , ,"11,000", , ,12.01,12,201-11,1,N, ,2021-03-15
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"25,000", , ,45.5,3,55,1,N, ,2021-03-24
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"184,000", , ,159.01,5,9,1,N, ,2021-03-20
 ,인왕산아이파크,11110-2212,60,0,2008, ,O,"139,800", , ,84.858,8,60,1,N, ,2021-03-06
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"26,000", , ,36.08,6,55,1,N, ,2021-03-22
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"165,000", , ,157.289,7,60,1,N, ,2021-03-06
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"11,450", , ,15.855,12,1421-1,1,N, ,2021-03-11
 ,현대,11110-90,82,0,2000, , ,"144,950", , ,114.9,19,82,1,N, ,2021-03-11
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"151,000", , ,59.755,2,233,1,N, ,2021-03-18
 ,대성아파트,11110-52,41,1,1971, , ,"7,500", , ,19.27,1,41-1,1,N, ,2021-03-11
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"33,000", , ,48.54,6,55,1,N, ,2021-03-11
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"175,000", , ,84.934,4,199,1,N, ,2021-03-07
 ,렉스빌,11110-973,19,0,2006, , ,"91,000", , ,107.94,7,19,1,N, ,2021-03-03
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"172,000", , ,84.944,2,199,1,N, ,2021-04-26
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"175,000", , ,147.62,5,95,1,N, ,2021-04-07
 ,경희궁자이(2단지),11110-2445,199,0,2017, ,O,"172,000", , ,84.944,2,199,1,N, ,2021-04-26
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"124,000", , ,149.8,7,110,1,N, ,2021-04-30
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"119,500", , ,112.54,25,76,1,N, ,2021-04-27
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"88,000", , ,37.2635,14,126,1,N, ,2021-04-26
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"170,000", , ,151.81,3,9,1,N, ,2021-04-27
 ,현대,11110-90,82,0,2000, , ,"123,460", , ,84.92,18,82,1,N, ,2021-04-24
 ,창신쌍용2,11110-91,703,0,1993, , ,"84,000", , ,79.87,12,703,1,N, ,2021-04-24
 ,삼성,11110-73,596,0,1998, , ,"75,700", , ,84.93,5,596,1,N, ,2021-04-24
 ,일성빌라트,11110-77,145,5,1996, , ,"54,900", , ,59.82,5,145-5,1,N, ,2021-04-24
 ,삼성,11110-73,596,0,1998, , ,"52,000", , ,59.97,2,596,1,N, ,2021-04-17
 ,현대,11110-90,82,0,2000, , ,"84,970", , ,60.0,13,82,1,N, ,2021-04-17
 ,일성빌라트,11110-77,145,5,1996, , ,"76,500", , ,84.99,1,145-5,1,N, ,2021-04-20
 ,삼성,11110-73,596,0,1998, , ,"75,300", , ,84.93,13,596,1,N, ,2021-04-15
 ,세종아파트,11110-2082,56,0,2005, , ,"93,500", , ,111.31,5,56,1,N, ,2021-04-25
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"189,000", , ,174.55,2,72,1,N, ,2021-04-19
 ,도시그린빌라,11110-44,181,121,1997, , ,"20,000", , ,44.4,4,181-121,1,N, ,2021-04-07
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"140,000", , ,94.51,5,9,1,N, ,2021-04-19
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"170,000", , ,158.99,8,9,1,N, ,2021-04-28
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"12,000", , ,16.67,4,296-19,1,N, ,2021-04-27
 ,창신쌍용1,11110-37,702,0,1992, , ,"69,800", , ,54.7,4,702,1,N, ,2021-04-20
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"165,000", , ,114.931,16,60,1,N, ,2021-04-01
 ,창신이수,11110-42,23,816,2003, ,O,"84,800", , ,84.5,5,23-816,1,N, ,2021-04-27
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"180,000", , ,84.907,18,199,1,N, ,2021-04-17
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"193,000", , ,84.614,19,233,1,N, ,2021-04-19
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"91,900", , ,59.9426,4,766,1,N, ,2021-04-17
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"183,000", , ,146.39,10,95,1,N, ,2021-04-02
 ,경희궁파크팰리스,11110-107,95,0,2003, ,O,"175,000", , ,147.62,5,95,1,N, ,2021-04-07
 ,현대,11110-90,82,0,2000, , ,"146,000", , ,114.9,17,82,1,N, ,2021-04-07
 ,창신쌍용2,11110-91,703,0,1993, , ,"64,800", , ,64.66,2,703,1,N, ,2021-04-02
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"134,000", , ,94.51,4,9,1,N, ,2021-04-10
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"140,000", , ,150.83,3,45,1,N, ,2021-04-22
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"12,200", , ,15.09,10,318-2,1,N, ,2021-04-21
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"13,000", , ,15.09,14,318-2,1,N, ,2021-04-02
 ,디팰리스,11110-2539,171,0,2020, , ,"375,000", , ,158.324,14,171,1,N, ,2021-04-14
 ,인왕산2차아이파크,11110-2417,88,0,2015, , ,"127,000", , ,84.2395,3,88,1,N, ,2021-04-12
 ,효자,11110-204,5,1,1999, , ,"29,000", , ,61.49,3,5-1,1,N, ,2021-04-01
 ,인왕산2차아이파크,11110-2417,88,0,2015, , ,"145,000", , ,112.8144,5,88,1,N, ,2021-04-03
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"175,000", , ,215.146,9,108,1,N, ,2021-04-03
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"175,000", , ,84.836,8,199,1,N, ,2021-04-10
 ,송림아마레스아파트,11110-121,9,1,2004, , ,"47,500", , ,84.42,5,9-1,1,N, ,2021-04-15
 ,운현신화타워,11110-16,30,6,1998, , ,"85,000", , ,100.77,6,30-6,1,N, ,2021-04-01
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"23,000", , ,28.1,7,55,1,N, ,2021-04-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"64,900", , ,54.7,11,703,1,N, ,2021-05-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"61,000", , ,54.7,2,703,1,N, ,2021-05-31
 ,두산,11110-34,232,0,1999, , ,"79,500", , ,59.95,2,232,1,N, ,2021-05-25
 ,대성아파트,11110-52,41,1,1971, , ,"21,500", , ,30.28,3,41-1,1,N, ,2021-05-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"62,900", , ,54.7,2,703,1,N, ,2021-05-22
 ,현대,11110-90,82,0,2000, , ,"126,990", , ,84.92,14,82,1,N, ,2021-05-21
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"129,000", , ,84.858,1,60,1,N, ,2021-05-24
 ,창신쌍용2,11110-91,703,0,1993, , ,"68,800", , ,64.66,12,703,1,N, ,2021-05-26
 ,삼성,11110-73,596,0,1998, , ,"74,500", , ,84.93,12,596,1,N, ,2021-05-23
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"197,000", , ,84.836,16,233,1,N, ,2021-05-15
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"155,000", , ,210.53,4,45,1,N, ,2021-05-29
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"115,000", , ,59.993,6,60,1,N, ,2021-05-23
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"210,000", , ,238.858,5,108,1,N, ,2021-05-28
 ,아남1,11110-25,4,0,1995, , ,"123,000", , ,84.9,13,4,1,N, ,2021-05-14
 ,아남1,11110-25,4,0,1995, , ,"120,000", , ,84.9,11,4,1,N, ,2021-05-10
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"80,000", , ,116.03,14,110,1,N, ,2021-05-08
 ,숭인모범102동,11110-138,569,5,2000, , ,"36,000", , ,59.74,6,569-5,1,N, ,2021-05-21
 ,창신쌍용2,11110-91,703,0,1993, , ,"77,500", , ,79.87,12,703,1,N, ,2021-05-08
 ,신문로맨션,11110-15,238,0,1981, , ,"78,000", , ,91.53,9,238,1,N, ,2021-05-16
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"142,000", , ,84.858,11,60,1,N, ,2021-05-01
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"160,000", , ,59.471,5,233,1,N, ,2021-05-19
 ,효자,11110-204,5,1,1999, , ,"32,000", , ,61.49,3,5-1,1,N, ,2021-05-13
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"157,000", , ,59.855,14,233,1,N, ,2021-05-14
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"30,000", , ,45.5,8,55,1,N, ,2021-05-24
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"185,000", , ,84.614,8,199,1,N, ,2021-05-08
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"177,700", , ,151.81,8,9,1,N, ,2021-05-24
 ,경희궁자이(3단지),11110-2446,233,0,2017, , ,"240,000", , ,116.938,7,233,1,N, ,2021-05-11
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"31,700", , ,46.64,5,55,1,N, ,2021-05-03
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"29,000", , ,43.98,7,55,1,N, ,2021-05-19
 ,창신이수,11110-42,23,816,2003, , ,"84,800", , ,84.5,5,23-816,1,N, ,2021-05-19
 ,버넷하임1,11110-2336,1421,0,2013, , ,"12,000", , ,17.96,14,1421,1,N, ,2021-05-17
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"110,000", , ,114.7153,5,766,1,N, ,2021-05-08
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"26,100", , ,36.08,8,55,1,N, ,2021-05-09
 ,대성아파트,11110-52,41,1,1971, , ,"18,000", , ,30.28,1,41-1,1,N, ,2021-05-05
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"105,000", , ,106.81,8,48-2,1,N, ,2021-06-25
 ,르트랑시망,11110-2211,102,0,2008, , ,"100,000", , ,140.49,1,102,1,N, ,2021-06-25
 ,종로센트레빌,11110-2224,2,1,2008, , ,"98,000", , ,59.92,2,2-1,1,N, ,2021-06-19
 ,MID그린(6동),11110-99,601,7,2002, , ,"56,500", , ,59.04,6,601-7,1,N, ,2021-06-19
 ,현대,11110-90,82,0,2000, , ,"98,950", , ,60.0,5,82,1,N, ,2021-06-19
 ,현대,11110-90,82,0,2000, , ,"94,490", , ,60.0,6,82,1,N, ,2021-06-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"67,000", , ,54.7,4,703,1,N, ,2021-06-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"67,800", , ,54.7,6,703,1,N, ,2021-06-19
 ,신현(101동),11110-7,6,13,2002, ,O,"80,000", , ,84.82,1,6-13,1,N, ,2021-06-15
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"11,700", , ,16.67,10,296-19,1,N, ,2021-06-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"69,900", , ,64.66,7,703,1,N, ,2021-06-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"64,400", , ,54.7,3,703,1,N, ,2021-06-18
 ,두산,11110-34,232,0,1999, , ,"83,000", , ,59.95,20,232,1,N, ,2021-06-24
 ,종로중흥S클래스,11110-2339,202,3,2013, , ,"12,900", , ,17.811,14,202-3,1,N, ,2021-06-15
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"108,500", , ,84.9478,16,766,1,N, ,2021-06-28
 ,덕산,11110-29,639,50,1999, , ,"53,000", , ,59.28,5,639-50,1,N, ,2021-06-06
 ,현대,11110-90,82,0,2000, , ,"149,000", , ,114.9,9,82,1,N, ,2021-06-06
 ,부암스카이뷰,11110-150,218,1,2004, , ,"58,400", , ,81.0,4,218-1,1,N, ,2021-06-19
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"145,000", , ,84.858,12,60,1,N, ,2021-06-23
 ,대아파크빌,11110-86,254,0,1998, , ,"39,000", , ,59.22,4,254,1,N, ,2021-06-21
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"95,000", , ,92.81,15,48-2,1,N, ,2021-06-13
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"194,500", , ,84.614,18,199,1,N, ,2021-06-02
 ,창신쌍용1,11110-37,702,0,1992, , ,"74,500", , ,54.7,9,702,1,N, ,2021-06-12
 ,창신쌍용1,11110-37,702,0,1992, , ,"86,000", , ,79.87,8,702,1,N, ,2021-06-19
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"10,800", , ,15.855,11,1421-1,1,N, ,2021-06-19
 ,종로유케이201,11110-2334,201,11,2013, , ,"11,000", , ,12.09,9,201-11,1,N, ,2021-06-10
 ,킹스매너,11110-118,110,15,2004, , ,"175,000", , ,201.82,3,110-15,1,N, ,2021-06-14
 ,현대,11110-90,82,0,2000, , ,"140,000", , ,114.9,10,82,1,N, ,2021-07-31
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"138,000", , ,94.51,8,9,1,N, ,2021-07-29
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"189,000", , ,84.614,2,199,1,N, ,2021-07-06
 ,현대,11110-90,82,0,2000, ,O,"139,950", , ,114.9,10,82,1,N, ,2021-07-31
 ,경희궁의아침4단지,11110-117,73,0,2004, , ,"205,000", , ,150.48,13,73,1,N, ,2021-07-31
 ,창신쌍용2,11110-91,703,0,1993, , ,"69,800", , ,54.7,7,703,1,N, ,2021-07-25
 ,숭인상가,11110-48,204,11,1979, , ,"70,000", , ,78.75,8,204-11,1,N, ,2021-07-24
 ,창신쌍용2,11110-91,703,0,1993, , ,"65,500", , ,64.66,3,703,1,N, ,2021-07-28
 ,부암스카이뷰,11110-150,218,1,2004, , ,"49,000", , ,81.0,1,218-1,1,N, ,2021-07-29
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"85,000", , ,33.982,7,126,1,N, ,2021-07-30
 ,대성아파트,11110-52,41,1,1971, , ,"46,300", , ,94.94,7,41-1,1,N, ,2021-07-17
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, ,O,"138,000", , ,94.51,8,9,1,N, ,2021-07-29
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"195,000", , ,84.907,21,199,1,N, ,2021-07-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"84,500", , ,79.87,13,703,1,N, ,2021-07-16
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"164,500", , ,159.01,9,9,1,N, ,2021-07-22
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"177,000", , ,150.48,15,72,1,N, ,2021-07-19
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"126,500", , ,137.55,6,110,1,N, ,2021-07-20
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"167,000", , ,144.52,7,9-1,1,N, ,2021-07-15
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"164,700", , ,59.855,11,199,1,N, ,2021-07-22
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"31,500", , ,48.54,3,55,1,N, ,2021-07-12
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"26,800", , ,36.08,8,55,1,N, ,2021-07-12
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"129,500", , ,97.61,7,9,1,N, ,2021-07-24
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"180,000", , ,147.31,7,9,1,N, ,2021-07-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"75,000", , ,79.87,2,703,1,N, ,2021-07-05
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"162,500", , ,186.9,5,45,1,N, ,2021-07-08
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"89,000", , ,84.64,7,48-2,1,N, ,2021-07-12
 ,두산,11110-34,232,0,1999, , ,"108,500", , ,84.9,4,232,1,N, ,2021-07-26
 ,부암스카이뷰,11110-150,218,1,2004, , ,"50,000", , ,76.65,2,218-1,1,N, ,2021-07-14
 ,경희궁롯데캐슬,11110-2519,89,0,2019, , ,"140,000", , ,59.6737,4,89,1,N, ,2021-07-14
 ,종로센트레빌,11110-2224,2,1,2008, , ,"95,000", , ,59.92,4,2-1,1,N, ,2021-07-28
 ,현대,11110-90,82,0,2000, , ,"125,000", , ,84.92,14,82,1,N, ,2021-07-10
 ,대성아파트,11110-52,41,1,1971, , ,"14,000", , ,19.27,1,41-1,1,N, ,2021-07-27
 ,덕산,11110-29,639,50,1999, , ,"55,900", , ,59.28,4,639-50,1,N, ,2021-07-17
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"12,000", , ,15.855,10,1421-1,1,N, ,2021-07-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"70,000", , ,64.66,9,703,1,N, ,2021-07-10
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"194,000", , ,84.944,11,199,1,N, ,2021-07-13
 ,창신쌍용2,11110-91,703,0,1993, , ,"85,000", , ,79.87,7,703,1,N, ,2021-07-12
 ,로얄팰리스스위트,11110-205,85,0,2005, , ,"130,000", , ,130.98,17,85,1,N, ,2021-07-01
 ,디팰리스,11110-2539,171,0,2020, , ,"360,000", , ,158.324,16,171,1,N, ,2021-07-07
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"119,000", , ,45.879,18,126,1,N, ,2021-07-10
 ,갑을아파트,11110-68,595,0,1997, , ,"19,000", , ,30.46,13,595,1,N, ,2021-07-22
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"11,500", , ,15.855,16,1421-1,1,N, ,2021-07-21
 ,경희궁자이(2단지),11110-2445,199,0,2017, ,O,"189,000", , ,84.614,2,199,1,N, ,2021-07-06
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"30,000", , ,43.98,6,55,1,N, ,2021-07-19
 ,도시그린빌라,11110-44,181,121,1997, , ,"30,000", , ,58.79,1,181-121,1,N, ,2021-07-05
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"139,400", , ,84.858,5,60,1,N, ,2021-07-08
 ,마운틴뷰,11110-2502,125,5,2019, , ,"58,500", , ,66.13,3,125-5,1,N, ,2021-07-03
 ,경희궁자이(4단지),11110-2464,126,0,2017, , ,"87,000", , ,37.2635,8,126,1,N, ,2021-07-03
 ,종로아인스빌,11110-2344,1392,1,2013, , ,"10,500", , ,12.15,15,1392-1,1,N, ,2021-07-05
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"137,500", , ,114.931,2,60,1,N, ,2021-08-29
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"250,000", , ,116.986,8,199,1,N, ,2021-08-28
 ,동아,11110-51,101,0,1995, , ,"83,500", , ,59.98,8,101,1,N, ,2021-08-28
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"195,000", , ,84.9071,12,199,1,N, ,2021-08-27
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"164,500", , ,114.931,9,60,1,N, ,2021-08-22
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"133,000", , ,84.858,14,60,1,N, ,2021-08-21
 ,창신쌍용2,11110-91,703,0,1993, , ,"69,700", , ,54.7,9,703,1,N, ,2021-08-27
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"245,000", , ,116.938,2,199,1,N, ,2021-08-30
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"234,500", , ,101.991,4,199,1,N, ,2021-08-25
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"112,000", , ,84.95,26,76,1,N, ,2021-08-17
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"165,000", , ,136.4,8,9,1,N, ,2021-08-21
 ,삼성,11110-73,596,0,1998, , ,"64,000", , ,59.97,2,596,1,N, ,2021-08-21
 ,현대,11110-90,82,0,2000, , ,"128,960", , ,84.92,4,82,1,N, ,2021-08-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"67,700", , ,54.7,3,703,1,N, ,2021-08-12
 ,현대,11110-90,82,0,2000, , ,"137,900", , ,84.92,6,82,1,N, ,2021-08-28
